,Pokedex Number,Pokemon Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth Total,Egg Cycle Count
717,540,Sewaddle,,,0.3,2.5,Bug,Grass,50.0,50.0,70,45,53,70,40,60,42,310,0,0,1,0,0,0,1,255,1059860,15
718,541,Swadloon,,,0.5,7.3,Bug,Grass,50.0,50.0,70,55,63,90,50,80,42,380,0,0,2,0,0,0,2,120,1059860,15
719,542,Leavanny,,,1.2,20.5,Bug,Grass,50.0,50.0,70,75,103,80,70,80,92,500,0,3,0,0,0,0,3,45,1059860,15
720,543,Venipede,,,0.4,5.3,Bug,Poison,50.0,50.0,50,30,45,59,30,39,57,260,0,0,1,0,0,0,1,255,1059860,15
721,544,Whirlipede,,,1.2,58.5,Bug,Poison,50.0,50.0,50,40,55,99,40,79,47,360,0,0,2,0,0,0,2,120,1059860,15
722,545,Scolipede,,,2.5,200.5,Bug,Poison,50.0,50.0,50,60,100,89,55,69,112,485,0,0,0,0,0,3,3,45,1059860,20
723,546,Cottonee,,,0.3,0.6,Grass,Fairy,50.0,50.0,50,40,27,60,37,50,66,280,0,0,0,0,0,1,1,190,1000000,20
724,547,Whimsicott,,,0.7,6.6,Grass,Fairy,50.0,50.0,50,60,67,85,77,75,116,480,0,0,0,0,0,2,2,75,1000000,20
725,548,Petilil,,,0.5,6.6,Grass,Grass,0.0,100.0,50,45,35,50,70,50,30,280,0,0,0,1,0,0,1,190,1000000,20
726,549,Lilligant,,,1.1,16.3,Grass,Grass,0.0,100.0,50,70,60,75,110,75,90,480,0,0,0,2,0,0,2,75,1000000,20
727,549,"""Hisui"" Lilligant",883.0,,1.2,19.2,Grass,Fighting,0.0,100.0,50,70,105,75,50,75,105,480,0,1,0,0,0,1,2,135,1000000,20
728,549,"""Hisui"" Lilligant",883.0,,1.2,19.2,Grass,Fighting,0.0,100.0,50,70,105,75,50,75,105,480,0,1,0,0,0,1,2,135,1000000,20
729,550,Basculin,,,1.0,18.0,Water,Water,50.0,50.0,50,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,1000000,40
730,550,"""White-Striped"" Basculin",885.0,,1.0,18.0,Water,Water,50.0,50.0,50,70,92,65,80,55,98,460,0,0,0,0,0,1,1,235,1000000,40
731,550,"""Blue-Striped"" Basculin",885.0,,1.0,18.0,Water,Water,50.0,50.0,50,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,1000000,40
732,551,Sandile,,,0.7,15.2,Ground,Dark,50.0,50.0,50,50,72,35,35,35,65,292,0,1,0,0,0,0,1,180,1059860,20
733,552,Krokorok,,,1.0,33.4,Ground,Dark,50.0,50.0,50,60,82,45,45,45,74,351,0,2,0,0,0,0,2,90,1059860,20
734,553,Krookodile,,,1.5,96.3,Ground,Dark,50.0,50.0,50,95,117,80,65,70,92,519,0,3,0,0,0,0,3,45,1059860,20
735,554,Darumaka,,,0.6,37.5,Fire,Fire,50.0,50.0,50,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,1059860,20
736,554,"""Galar"" Darumaka",889.0,,0.7,40.0,Ice,Ice,50.0,50.0,50,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,1059860,20
737,555,Darmanitan,,,1.3,92.9,Fire,Fire,50.0,50.0,50,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,1059860,20
738,555,"""Zen"" Darmanitan",890.0,,1.3,92.9,Fire,Psychic,50.0,50.0,50,105,30,105,140,105,55,540,0,0,0,2,0,0,2,60,1059860,20
739,555,"""Galar"" Darmanitan",890.0,,1.7,120.0,Ice,Ice,50.0,50.0,50,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,1059860,20
740,555,"""Galar Zen"" Darmanitan",890.0,,1.7,120.0,Ice,Fire,50.0,50.0,50,105,160,55,30,55,135,540,0,0,0,2,0,0,2,60,1059860,20
741,556,Maractus,,,1.0,28.0,Grass,Grass,50.0,50.0,50,75,86,67,106,67,60,461,0,0,0,2,0,0,2,255,1000000,20
742,557,Dwebble,,,0.3,14.5,Bug,Rock,50.0,50.0,50,50,65,85,35,35,55,325,0,0,1,0,0,0,1,190,1000000,20
743,558,Crustle,,,1.4,200.0,Bug,Rock,50.0,50.0,50,70,105,125,65,75,45,485,0,0,2,0,0,0,2,75,1000000,20
744,559,Scraggy,,,0.6,11.8,Dark,Fighting,50.0,50.0,35,50,75,70,35,70,48,348,0,1,0,0,0,0,1,180,1000000,15
745,560,Scrafty,,,1.1,30.0,Dark,Fighting,50.0,50.0,50,65,90,115,45,115,58,488,0,0,1,0,1,0,2,90,1000000,15
746,561,Sigilyph,,,1.4,14.0,Psychic,Flying,50.0,50.0,50,72,58,80,103,80,97,490,0,0,0,2,0,0,2,45,1000000,20
747,562,Yamask,,,0.5,1.5,Ghost,Ghost,50.0,50.0,50,38,30,85,55,65,30,303,0,0,1,0,0,0,1,190,1000000,25
748,562,"""Galar"" Yamask",916.0,,0.5,1.5,Ground,Ghost,50.0,50.0,50,38,55,85,30,65,30,303,0,0,1,0,0,0,1,190,1000000,25
749,563,Cofagrigus,,,1.7,76.5,Ghost,Ghost,50.0,50.0,50,58,50,145,95,105,30,483,0,0,2,0,0,0,2,90,1000000,25
750,564,Tirtouga,,,0.7,16.5,Water,Rock,87.5,12.5,50,54,78,103,53,45,22,355,0,0,1,0,0,0,1,45,1000000,30
751,565,Carracosta,,,1.2,81.0,Water,Rock,87.5,12.5,50,74,108,133,83,65,32,495,0,0,2,0,0,0,2,45,1000000,30
752,566,Archen,,,0.5,9.5,Rock,Flying,87.5,12.5,50,55,112,45,74,45,70,401,0,1,0,0,0,0,1,45,1000000,30
753,567,Archeops,,,1.4,32.0,Rock,Flying,87.5,12.5,50,75,140,65,112,65,110,567,0,2,0,0,0,0,2,45,1000000,30
754,568,Trubbish,,,0.6,31.0,Poison,Poison,50.0,50.0,50,50,50,62,40,62,65,329,0,0,0,0,0,1,1,190,1000000,20
755,569,Garbodor,,,1.9,107.3,Poison,Poison,50.0,50.0,50,80,95,82,60,82,75,474,0,2,0,0,0,0,2,60,1000000,20
756,569,"""Gigantamax"" Garbodor",923.0,,21.0,0.0,Poison,Poison,50.0,50.0,50,80,95,82,60,82,75,474,0,2,0,0,0,0,2,60,1000000,20
757,570,Zorua,,,0.7,12.5,Dark,Dark,87.5,12.5,50,40,65,40,80,40,65,330,0,0,0,1,0,0,1,75,1059860,25
758,570,"""Hisui"" Zorua",939.0,,0.7,12.5,Normal,Ghost,87.5,12.5,50,35,60,40,85,40,70,330,0,0,0,1,0,0,1,215,1059860,25
759,571,Zoroark,,,1.6,81.1,Dark,Dark,87.5,12.5,50,60,105,60,120,60,105,510,0,0,0,2,0,0,2,45,1059860,20
760,571,"""Hisui"" Zoroark",940.0,,1.6,73.0,Normal,Ghost,87.5,12.5,50,60,105,60,120,60,105,510,0,0,0,2,0,0,2,115,1059860,20
761,572,Minccino,,,0.4,5.8,Normal,Normal,25.0,75.0,50,55,50,40,40,40,75,300,0,0,0,0,0,1,1,255,800000,15
762,573,Cinccino,,,0.5,7.5,Normal,Normal,25.0,75.0,50,75,95,60,65,60,115,470,0,0,0,0,0,2,2,60,800000,15
763,574,Gothita,,,0.4,5.8,Psychic,Psychic,25.0,75.0,50,45,30,50,55,65,45,290,0,0,0,0,1,0,1,200,1059860,20
764,575,Gothorita,,,0.7,18.0,Psychic,Psychic,25.0,75.0,50,60,45,70,75,85,55,390,0,0,0,0,2,0,2,100,1059860,20
765,576,Gothitelle,,,1.5,44.0,Psychic,Psychic,25.0,75.0,50,70,55,95,95,110,65,490,0,0,0,0,3,0,3,50,1059860,20
766,577,Solosis,,,0.3,1.0,Psychic,Psychic,50.0,50.0,50,45,30,40,105,50,20,290,0,0,0,1,0,0,1,200,1059860,20
767,578,Duosion,,,0.6,8.0,Psychic,Psychic,50.0,50.0,50,65,40,50,125,60,30,370,0,0,0,2,0,0,2,100,1059860,20
768,579,Reuniclus,,,1.0,20.1,Psychic,Psychic,50.0,50.0,50,110,65,75,125,85,30,490,0,0,0,3,0,0,3,50,1059860,20
769,580,Ducklett,,,0.5,5.5,Water,Flying,50.0,50.0,70,62,44,50,44,50,55,305,1,0,0,0,0,0,1,190,1000000,20
770,581,Swanna,,,1.3,24.2,Water,Flying,50.0,50.0,70,75,87,63,87,63,98,473,0,0,0,0,0,2,2,45,1000000,20
771,582,Vanillite,,,0.4,5.7,Ice,Ice,50.0,50.0,50,36,50,50,65,60,44,305,0,0,0,1,0,0,1,255,1250000,20
772,583,Vanillish,,,1.1,41.0,Ice,Ice,50.0,50.0,50,51,65,65,80,75,59,395,0,0,0,2,0,0,2,120,1250000,20
773,584,Vanilluxe,,,1.3,57.5,Ice,Ice,50.0,50.0,50,71,95,85,110,95,79,535,0,0,0,3,0,0,3,45,1250000,20
774,585,Deerling,,,0.6,19.5,Normal,Grass,50.0,50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,1000000,20
775,585,"""Summer"" Deerling",955.0,,0.6,19.5,Normal,Grass,50.0,50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,1000000,20
776,585,"""Autumn"" Deerling",955.0,,0.6,19.5,Normal,Grass,50.0,50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,1000000,20
777,585,"""Winter"" Deerling",955.0,,0.6,19.5,Normal,Grass,50.0,50.0,50,60,60,50,40,50,75,335,0,0,0,0,0,1,1,190,1000000,20
778,586,Sawsbuck,,,1.9,92.5,Normal,Grass,50.0,50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,1000000,20
779,586,"""Summer"" Sawsbuck",956.0,,1.9,92.5,Normal,Grass,50.0,50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,1000000,20
780,586,"""Autumn"" Sawsbuck",956.0,,1.9,92.5,Normal,Grass,50.0,50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,1000000,20
781,586,"""Winter"" Sawsbuck",956.0,,1.9,92.5,Normal,Grass,50.0,50.0,50,80,100,70,60,70,95,475,0,2,0,0,0,0,2,75,1000000,20
782,587,Emolga,,,0.4,5.0,Electric,Flying,50.0,50.0,50,55,75,60,75,60,103,428,0,0,0,0,0,2,2,200,1000000,20
783,588,Karrablast,,,0.5,5.9,Bug,Bug,50.0,50.0,50,50,75,45,40,45,60,315,0,1,0,0,0,0,1,200,1000000,15
784,589,Escavalier,,,1.0,33.0,Bug,Steel,50.0,50.0,50,70,135,105,60,105,20,495,0,2,0,0,0,0,2,75,1000000,15
785,590,Foongus,,,0.2,1.0,Grass,Poison,50.0,50.0,50,69,55,45,55,55,15,294,1,0,0,0,0,0,1,190,1000000,20
786,591,Amoonguss,,,0.6,10.5,Grass,Poison,50.0,50.0,50,114,85,70,85,80,30,464,2,0,0,0,0,0,2,75,1000000,20
787,592,Frillish,,,1.2,33.0,Water,Ghost,50.0,50.0,50,55,40,50,65,85,40,335,0,0,0,0,1,0,1,190,1000000,20
788,593,Jellicent,,,2.2,135.0,Water,Ghost,50.0,50.0,50,100,60,70,85,105,60,480,0,0,0,0,2,0,2,60,1000000,20
789,594,Alomomola,,,1.2,31.6,Water,Water,50.0,50.0,50,165,75,80,40,45,65,470,2,0,0,0,0,0,2,75,800000,40
790,595,Joltik,,,0.1,0.6,Bug,Electric,50.0,50.0,50,50,47,50,57,50,65,319,0,0,0,0,0,1,1,190,1000000,20
791,596,Galvantula,,,0.8,14.3,Bug,Electric,50.0,50.0,50,70,77,60,97,60,108,472,0,0,0,0,0,2,2,75,1000000,20
792,597,Ferroseed,,,0.6,18.8,Grass,Steel,50.0,50.0,50,44,50,91,24,86,10,305,0,0,1,0,0,0,1,255,1000000,20
793,598,Ferrothorn,,,1.0,110.0,Grass,Steel,50.0,50.0,50,74,94,131,54,116,20,489,0,0,2,0,0,0,2,90,1000000,20
794,599,Klink,,,0.3,21.0,Steel,Steel,0.0,0.0,50,40,55,70,45,60,30,300,0,0,1,0,0,0,1,130,1059860,20
795,600,Klang,,,0.6,51.0,Steel,Steel,0.0,0.0,50,60,80,95,70,85,50,440,0,0,2,0,0,0,2,60,1059860,20
796,601,Klinklang,,,0.6,81.0,Steel,Steel,0.0,0.0,50,60,100,115,70,85,90,520,0,0,3,0,0,0,3,30,1059860,20
797,602,Tynamo,,,0.2,0.3,Electric,Electric,50.0,50.0,50,35,55,40,45,40,60,275,0,0,0,0,0,1,1,190,1250000,20
798,603,Eelektrik,,,1.2,22.0,Electric,Electric,50.0,50.0,50,65,85,70,75,70,40,405,0,2,0,0,0,0,2,60,1250000,20
799,604,Eelektross,,,2.1,80.5,Electric,Electric,50.0,50.0,50,85,115,80,105,80,50,515,0,3,0,0,0,0,3,30,1250000,20
800,605,Elgyem,,,0.5,9.0,Psychic,Psychic,50.0,50.0,50,55,55,55,85,55,30,335,0,0,0,1,0,0,1,255,1000000,20
801,606,Beheeyem,,,1.0,34.5,Psychic,Psychic,50.0,50.0,50,75,75,75,125,95,40,485,0,0,0,2,0,0,2,90,1000000,20
802,607,Litwick,,,0.3,3.1,Ghost,Fire,50.0,50.0,50,50,30,55,65,55,20,275,0,0,0,1,0,0,1,190,1059860,20
803,608,Lampent,,,0.6,13.0,Ghost,Fire,50.0,50.0,50,60,40,60,95,60,55,370,0,0,0,2,0,0,2,90,1059860,20
804,609,Chandelure,,,1.0,34.3,Ghost,Fire,50.0,50.0,50,60,55,90,145,90,80,520,0,0,0,3,0,0,3,45,1059860,20
805,610,Axew,,,0.6,18.0,Dragon,Dragon,50.0,50.0,35,46,87,60,30,40,57,320,0,1,0,0,0,0,1,75,1250000,40
806,611,Fraxure,,,1.0,36.0,Dragon,Dragon,50.0,50.0,35,66,117,70,40,50,67,410,0,2,0,0,0,0,2,60,1250000,40
807,612,Haxorus,,,1.8,105.5,Dragon,Dragon,50.0,50.0,35,76,147,90,60,70,97,540,0,3,0,0,0,0,3,45,1250000,40
808,613,Cubchoo,,,0.5,8.5,Ice,Ice,50.0,50.0,50,55,70,40,60,40,40,305,0,1,0,0,0,0,1,120,1000000,20
809,614,Beartic,,,2.6,260.0,Ice,Ice,50.0,50.0,50,95,130,80,70,80,50,505,0,2,0,0,0,0,2,60,1000000,20
810,615,Cryogonal,,,1.1,148.0,Ice,Ice,0.0,0.0,50,80,50,50,95,135,105,515,0,0,0,0,2,0,2,25,1000000,25
811,616,Shelmet,,,0.4,7.7,Bug,Bug,50.0,50.0,50,50,40,85,40,65,25,305,0,0,1,0,0,0,1,200,1000000,15
812,617,Accelgor,,,0.8,25.3,Bug,Bug,50.0,50.0,50,80,70,40,100,60,145,495,0,0,0,0,0,2,2,75,1000000,15
813,618,Stunfisk,,,0.7,11.0,Ground,Electric,50.0,50.0,70,109,66,84,81,99,32,471,2,0,0,0,0,0,2,75,1000000,20
814,618,"""Galar"" Stunfisk",991.0,,0.7,20.5,Ground,Steel,50.0,50.0,50,109,81,99,66,84,32,471,2,0,0,0,0,0,2,75,1000000,20
815,619,Mienfoo,,,0.9,20.0,Fighting,Fighting,50.0,50.0,50,45,85,50,55,50,65,350,0,1,0,0,0,0,1,180,1059860,25
816,620,Mienshao,,,1.4,35.5,Fighting,Fighting,50.0,50.0,50,65,125,60,95,60,105,510,0,2,0,0,0,0,2,45,1059860,25
817,621,Druddigon,,,1.6,139.0,Dragon,Dragon,50.0,50.0,50,77,120,90,60,90,48,485,0,2,0,0,0,0,2,45,1000000,30
818,622,Golett,,,1.0,92.0,Ground,Ghost,0.0,0.0,50,59,74,50,35,50,35,303,0,1,0,0,0,0,1,190,1000000,25
819,623,Golurk,,,2.8,330.0,Ground,Ghost,0.0,0.0,50,89,124,80,55,80,55,483,0,2,0,0,0,0,2,90,1000000,25
820,624,Pawniard,,,0.5,10.2,Dark,Steel,50.0,50.0,35,45,85,70,40,40,60,340,0,1,0,0,0,0,1,120,1000000,20
821,625,Bisharp,,,1.6,70.0,Dark,Steel,50.0,50.0,35,65,125,100,60,70,70,490,0,2,0,0,0,0,2,45,1000000,20
822,626,Bouffalant,,,1.6,94.5,Normal,Normal,50.0,50.0,50,95,110,95,40,95,55,490,0,2,0,0,0,0,2,45,1000000,20
823,627,Rufflet,,,0.5,10.5,Normal,Flying,100.0,0.0,50,70,83,50,37,50,60,350,0,1,0,0,0,0,1,190,1250000,20
824,628,Braviary,,,1.5,41.0,Normal,Flying,100.0,0.0,50,100,123,75,57,75,80,510,0,2,0,0,0,0,2,60,1250000,20
825,628,"""Hisui"" Braviary",1002.0,,1.7,43.4,Psychic,Flying,100.0,0.0,50,110,83,70,112,70,65,510,0,0,0,2,0,0,2,135,1250000,20
826,628,"""Hisui"" Braviary",1002.0,,1.7,43.4,Psychic,Flying,100.0,0.0,50,110,83,70,112,70,65,510,0,0,0,2,0,0,2,135,1250000,20
827,629,Vullaby,,,0.5,9.0,Dark,Flying,0.0,100.0,35,70,55,75,45,65,60,370,0,0,1,0,0,0,1,190,1250000,20
828,630,Mandibuzz,,,1.2,39.5,Dark,Flying,0.0,100.0,35,110,65,105,55,95,80,510,0,0,0,2,0,0,2,60,1250000,20
829,631,Heatmor,,,1.4,58.0,Fire,Fire,50.0,50.0,50,85,97,66,105,66,65,484,0,0,0,2,0,0,2,90,1000000,20
830,632,Durant,,,0.3,33.0,Bug,Steel,50.0,50.0,50,58,109,112,48,48,109,484,0,0,2,0,0,0,2,90,1000000,20
831,633,Deino,,,0.8,17.3,Dark,Dragon,50.0,50.0,35,52,65,50,45,50,38,300,0,1,0,0,0,0,1,45,1250000,40
832,634,Zweilous,,,1.4,50.0,Dark,Dragon,50.0,50.0,35,72,85,70,65,70,58,420,0,2,0,0,0,0,2,45,1250000,40
833,635,Hydreigon,,,1.8,160.0,Dark,Dragon,50.0,50.0,35,92,105,90,125,90,98,600,0,0,0,3,0,0,3,45,1250000,40
834,636,Larvesta,,,1.1,28.8,Bug,Fire,50.0,50.0,50,55,85,55,50,55,60,360,0,1,0,0,0,0,1,45,1250000,40
835,637,Volcarona,,,1.6,46.0,Bug,Fire,50.0,50.0,50,85,60,65,135,105,100,550,0,0,0,3,0,0,3,15,1250000,40
836,638,Cobalion,,Sub-Legendary,2.1,250.0,Steel,Fighting,0.0,0.0,35,91,90,129,90,72,108,580,0,0,3,0,0,0,3,3,1250000,80
837,639,Terrakion,,Sub-Legendary,1.9,260.0,Rock,Fighting,0.0,0.0,35,91,129,90,72,90,108,580,0,3,0,0,0,0,3,3,1250000,80
838,640,Virizion,,Sub-Legendary,2.0,200.0,Grass,Fighting,0.0,0.0,35,91,90,72,90,129,108,580,0,0,0,0,3,0,3,3,1250000,80
839,641,Tornadus,,Sub-Legendary,1.5,63.0,Flying,Flying,100.0,0.0,90,79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,1250000,120
840,641,"""Therian"" Tornadus",1017.0,Sub-Legendary,1.5,63.0,Flying,Flying,100.0,0.0,90,79,100,80,110,90,121,580,0,0,0,0,0,3,3,3,1250000,120
841,642,Thundurus,,Sub-Legendary,1.5,61.0,Electric,Flying,100.0,0.0,90,79,115,70,125,80,111,580,0,3,0,0,0,0,3,3,1250000,120
842,642,"""Therian"" Thundurus",1018.0,Sub-Legendary,3.0,61.0,Electric,Flying,100.0,0.0,90,79,105,70,145,80,101,580,0,0,0,3,0,0,3,3,1250000,120
843,643,Reshiram,,Legendary,3.2,330.0,Dragon,Fire,0.0,0.0,0,100,120,100,150,120,90,680,0,0,0,3,0,0,3,3,1250000,120
844,644,Zekrom,,Legendary,2.9,345.0,Dragon,Electric,0.0,0.0,0,100,150,120,120,100,90,680,0,3,0,0,0,0,3,3,1250000,120
845,645,Landorus,,Sub-Legendary,1.5,68.0,Ground,Flying,100.0,0.0,90,89,125,90,115,80,101,600,0,0,0,3,0,0,3,3,1250000,120
846,645,"""Therian"" Landorus",1021.0,Sub-Legendary,1.3,68.0,Ground,Flying,100.0,0.0,90,89,145,90,105,80,91,600,0,3,0,0,0,0,3,3,1250000,120
847,646,Kyurem,,Legendary,3.0,325.0,Dragon,Ice,0.0,0.0,0,125,130,90,130,90,95,660,1,1,0,1,0,0,3,3,1250000,120
848,646,"""White"" Kyurem",1022.0,Legendary,3.6,325.0,Dragon,Ice,0.0,0.0,0,125,120,90,170,100,95,700,0,0,0,3,0,0,3,3,1250000,120
849,646,"""Black"" Kyurem",1022.0,Legendary,3.3,325.0,Dragon,Ice,0.0,0.0,0,125,170,100,120,90,95,700,0,3,0,0,0,0,3,3,1250000,120
850,647,Keldeo,,Mythical,1.4,48.5,Water,Fighting,0.0,0.0,35,91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,1250000,80
851,647,"""Resolute"" Keldeo",1023.0,Mythical,1.4,48.5,Water,Fighting,0.0,0.0,35,91,72,90,129,90,108,580,0,0,0,3,0,0,3,3,1250000,80
852,648,Meloetta,,Mythical,0.6,6.5,Normal,Psychic,0.0,0.0,100,100,77,77,128,128,90,600,0,0,0,1,1,1,3,3,1250000,120
853,648,"""Pirouette"" Meloetta",1024.0,Mythical,0.6,6.5,Normal,Fighting,0.0,0.0,100,100,128,90,77,77,128,600,0,1,1,0,0,1,3,3,1250000,120
854,649,Genesect,,Mythical,1.5,82.5,Bug,Steel,0.0,0.0,0,71,120,95,120,95,99,600,0,1,0,1,0,1,3,3,1250000,120
855,650,Chespin,,,0.4,9.0,Grass,Grass,87.5,12.5,50,56,61,65,48,45,38,313,0,0,1,0,0,0,1,45,1059860,20
856,651,Quilladin,,,0.7,29.0,Grass,Grass,87.5,12.5,50,61,78,95,56,58,57,405,0,0,2,0,0,0,2,45,1059860,20
857,652,Chesnaught,,,1.6,90.0,Grass,Fighting,87.5,12.5,50,88,107,122,74,75,64,530,0,0,3,0,0,0,3,45,1059860,20
858,653,Fennekin,,,0.4,9.4,Fire,Fire,87.5,12.5,50,40,45,40,62,60,60,307,0,0,0,1,0,0,1,45,1059860,20
859,654,Braixen,,,1.0,14.5,Fire,Fire,87.5,12.5,50,59,59,58,90,70,73,409,0,0,0,2,0,0,2,45,1059860,20
860,655,Delphox,,,1.5,39.0,Fire,Psychic,87.5,12.5,50,75,69,72,114,100,104,534,0,0,0,3,0,0,3,45,1059860,20
861,656,Froakie,,,0.3,7.0,Water,Water,87.5,12.5,50,41,56,40,62,44,71,314,0,0,0,0,0,1,1,45,1059860,20
862,657,Frogadier,,,0.6,10.9,Water,Water,87.5,12.5,50,54,63,52,83,56,97,405,0,0,0,0,0,2,2,45,1059860,20
863,658,Greninja,,,1.5,40.0,Water,Dark,87.5,12.5,50,72,95,67,103,71,122,530,0,0,0,0,0,3,3,45,1059860,20
864,658,"""Ash"" Greninja",1074.0,,1.5,40.0,Water,Dark,100.0,0.0,70,72,145,67,153,71,132,640,0,0,0,0,0,3,3,45,1059860,20
865,659,Bunnelby,,,0.4,5.0,Normal,Normal,50.0,50.0,50,38,36,38,32,36,57,237,0,0,0,0,0,1,1,255,1000000,15
866,660,Diggersby,,,1.0,42.4,Normal,Ground,50.0,50.0,50,85,56,77,50,77,78,423,2,0,0,0,0,0,2,127,1000000,15
867,661,Fletchling,,,0.3,1.7,Normal,Flying,50.0,50.0,50,45,50,43,40,38,62,278,0,0,0,0,0,1,1,255,1059860,15
868,662,Fletchinder,,,0.7,16.0,Fire,Flying,50.0,50.0,50,62,73,55,56,52,84,382,0,0,0,0,0,2,2,120,1059860,15
869,663,Talonflame,,,1.2,24.5,Fire,Flying,50.0,50.0,50,78,81,71,74,69,126,499,0,0,0,0,0,3,3,45,1059860,15
870,664,Scatterbug,,,0.3,2.5,Bug,Bug,50.0,50.0,50,38,35,40,27,25,35,200,0,0,1,0,0,0,1,255,1000000,15
871,665,Spewpa,,,0.3,8.4,Bug,Bug,50.0,50.0,50,45,22,60,27,30,29,213,0,0,2,0,0,0,2,120,1000000,15
872,666,Vivillon,,,1.2,17.0,Bug,Flying,50.0,50.0,50,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
873,666,"""Polar Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
874,666,"""Tundra Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
875,666,"""Continental Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
876,666,"""Garden Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
877,666,"""Elegant Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
878,666,"""Icy Snow Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
879,666,"""Modern Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
880,666,"""Marine Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
881,666,"""Archipelago Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
882,666,"""High Plains Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
883,666,"""Sandstorm Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
884,666,"""River Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
885,666,"""Monsoon Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
886,666,"""Savanna Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
887,666,"""Sun Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
888,666,"""Ocean Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
889,666,"""Jungle Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
890,666,"""Fancy Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
891,666,"""Poké Ball Pattern"" Vivillon",1083.0,,1.2,17.0,Bug,Flying,50.0,50.0,70,80,52,50,90,50,89,411,1,0,0,1,0,1,3,45,1000000,15
892,667,Litleo,,,0.6,13.5,Fire,Normal,12.5,87.5,50,62,50,58,73,54,72,369,0,0,0,1,0,0,1,220,1059860,20
